"Player Details","","","","","","Overall","","","","","","Slant","","","","","","","Out","","","","","","","In/Dig","","","","","","","Hitch","","","","","","","Comeback","","","","","","","Corner","","","","","","","Post","","","","","","","Go","","","","","","Crossers","","","","","","","Screens","","","","","","","Flat","","","","","","","Backfield","","","","","",""
"Rank","Name","Team","POS","G","Season","RTE","SEP SCORE","YPRR","TPRR","WIN RATE","TGT","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","ADOR","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE","RTE","RTE %","SEP SCORE","YPRR","TPRR","ADOR","WIN RATE"
"278","Tyler Allgeier","ATL","RB","10","2025","51","0.000","0.51","0.16","0.0","8","1","2.0","0.000","","","2.0","0.0","1","2.0","0.000","4.00","1.00","4.0","0.0","","0.0","","","","","0.0","3","5.9","0.000","","","4.3","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","2.0","0.000","","","-6.0","0.0","1","2.0","0.000","","","-8.0","0.0","","0.0","","","","","0.0","44","86.3","0.000","0.50","0.16","-3.4","0.0"
"279","Brashard Smith","KC","RB","10","2025","51","0.000","2.50","0.42","0.0","22","1","2.0","0.000","","","3.0","0.0","1","2.0","0.000","","","4.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","1","2.0","0.000","","","13.0","0.0","2","3.9","0.000","","0.50","0.0","6","11.8","0.000","0.33","0.50","-3.5","0.0","16","31.4","0.000","4.94","0.56","-4.4","0.0","2","3.9","0.000","2.00","0.50","","0.0","22","43.1","0.000","1.96","0.35","-2.3","0.0"
"280","Blake Corum","LA","RB","10","2025","51","0.000","0.20","0.20","0.0","10","","0.0","","","","","0.0","1","2.0","0.000","","","5.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","4","7.8","0.000","","","0.0","","0.0","","","","","0.0","3","5.9","0.000","","0.33","-6.7","0.0","2","3.9","0.000","","","","0.0","41","80.4","0.000","0.24","0.22","-1.4","0.0"
"281","Tanner Hudson","CIN","TE","6","2025","51","0.039","1.60","0.23","5.9","12","8","15.7","0.000","1.13","0.25","2.3","12.5","4","7.8","0.000","","","8.0","0.0","4","7.8","0.250","0.50","0.25","4.5","25.0","16","31.4","0.000","1.88","0.31","4.9","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","2","3.9","0.000","","","8.5","0.0","6","11.8","0.167","5.50","0.17","16.7","4","7.8","0.000","2.25","0.25","2.3","0.0","3","5.9","0.000","-1.00","0.33","0.3","0.0","4","7.8","0.000","0.60","0.20","","0.0","","0.0","","","","","0.0"
"282","Xavier Smith","LA","WR","10","2025","50","0.060","1.70","0.18","10.0","9","","0.0","","","","","0.0","9","18.0","0.000","3.89","0.56","4.3","0.0","1","2.0","0.000","","","33.0","0.0","2","4.0","0.000","","","16.0","0.0","","0.0","","","","0.0","","8","16.0","0.250","4.50","0.25","17.0","25.0","3","6.0","0.333","","0.33","14.7","33.3","11","22.0","-0.091","","","0.0","13","26.0","0.077","1.08","0.08","8.4","15.4","1","2.0","0.000","","","-7.0","0.0","2","4.0","0.000","","","","0.0","","0.0","","","","","0.0"
"283","Gage Larvadain","CLV","WR","6","2025","50","-0.020","0.43","0.10","6.0","5","3","6.0","-0.333","","0.33","2.3","0.0","2","4.0","0.000","","","16.5","0.0","8","16.0","0.125","2.75","0.25","10.5","12.5","10","20.0","0.200","","","10.7","10.0","","0.0","","","","0.0","","8","16.0","-0.250","","","14.5","0.0","7","14.0","0.000","","","13.0","0.0","6","12.0","-0.167","","0.17","0.0","6","12.0","0.000","","0.17","12.8","16.7","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"284","Isaiah Williams","NYJ","WR","8","2025","48","0.000","0.77","0.15","6.3","7","4","8.3","0.000","","","1.5","0.0","6","12.5","0.167","2.50","0.17","9.7","16.7","3","6.3","0.333","","","6.7","33.3","9","18.8","-0.111","","","5.0","0.0","","0.0","","","","0.0","","3","6.3","-0.667","","0.33","14.0","0.0","3","6.3","0.000","","","14.3","0.0","3","6.3","0.000","","","0.0","10","20.8","0.100","1.10","0.10","2.2","10.0","4","8.3","0.000","2.25","0.75","-3.0","0.0","2","4.2","0.000","","","","0.0","1","2.1","0.000","2.00","1.00","-5.0","0.0"
"285","Jackson Hawes","BUF","TE","10","2025","48","-0.021","2.26","0.22","2.1","11","1","2.1","0.000","","","5.0","0.0","1","2.1","0.000","","1.00","9.0","0.0","5","10.4","0.000","5.20","0.20","10.8","0.0","7","14.6","0.000","3.75","0.38","5.3","0.0","","0.0","","","","0.0","","7","14.6","0.000","","0.14","11.3","14.3","1","2.1","0.000","","","11.0","0.0","6","12.5","0.000","4.14","0.14","0.0","8","16.7","-0.125","0.63","0.13","0.4","0.0","","0.0","","","","","0.0","11","22.9","0.000","1.64","0.18","","0.0","1","2.1","0.000","5.00","1.00","3.0","0.0"
"286","Trent Sherfield","DEN","WR","10","2025","47","0.064","0.45","0.09","10.6","4","2","4.3","0.000","","","0.5","0.0","2","4.3","0.500","","","20.0","50.0","5","10.6","0.000","","","16.0","20.0","10","21.3","0.100","1.50","0.10","9.8","10.0","","0.0","","","","0.0","","10","21.3","0.000","","","13.5","0.0","2","4.3","0.000","","","15.0","0.0","8","17.0","0.250","","0.13","25.0","6","12.8","-0.167","1.00","0.33","9.0","0.0","1","2.1","0.000","","","-4.0","0.0","1","2.1","0.000","","","","0.0","","0.0","","","","","0.0"
"287","Konata Mumpfield","LA","WR","10","2025","45","0.089","0.27","0.09","15.6","4","1","2.2","2.000","5.00","1.00","5.0","100.0","1","2.2","-1.000","","1.00","34.0","0.0","6","13.3","0.333","","","14.3","33.3","2","4.4","0.000","","","19.0","0.0","","0.0","","","","0.0","","3","6.7","0.000","","","13.3","0.0","8","17.8","-0.375","","","14.8","0.0","9","20.0","0.111","","0.11","22.2","13","28.9","0.231","","","9.7","15.4","2","4.4","0.000","3.50","0.50","-1.5","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"288","Devin Neal","NO","RB","5","2025","45","0.000","0.47","0.16","0.0","7","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","2.2","0.000","","","3.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","5","11.1","0.000","","","0.0","","0.0","","","","","0.0","1","2.2","0.000","","","-8.0","0.0","","0.0","","","","","0.0","38","84.4","0.000","0.55","0.18","-2.8","0.0"
"289","Chris Rodriguez","WAS","RB","9","2025","43","0.000","0.14","0.02","0.0","1","","0.0","","","","","0.0","1","2.3","0.000","","","3.0","0.0","","0.0","","","","","0.0","1","2.3","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","1","2.3","0.000","","","0.0","","0.0","","","","","0.0","3","7.0","0.000","","","-6.7","0.0","1","2.3","0.000","","","","0.0","36","83.7","0.000","0.17","0.03","-1.9","0.0"
"290","Raheem Mostert","LV","RB","7","2025","42","0.000","1.07","0.14","0.0","6","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","0.0","","","","","0.0","1","2.4","0.000","","","-6.0","0.0","","0.0","","","","","0.0","41","97.6","0.000","1.10","0.15","-4.5","0.0"
"291","Ben Sinnott","WAS","TE","10","2025","41","-0.073","0.79","0.07","2.4","3","4","9.8","-0.250","1.75","0.25","2.0","0.0","3","7.3","-0.667","","","13.0","0.0","3","7.3","0.000","","","13.0","33.3","3","7.3","0.000","","","9.0","0.0","","0.0","","","","0.0","","2","4.9","0.000","","","13.0","0.0","1","2.4","0.000","","","18.0","0.0","9","22.0","0.000","","","0.0","3","7.3","0.000","1.00","0.25","6.0","0.0","","0.0","","","","","0.0","11","26.8","0.000","2.00","0.09","","0.0","2","4.9","0.000","","","2.5","0.0"
"292","Ollie Gordon","MIA","RB","11","2025","41","0.000","0.73","0.20","0.0","8","3","7.3","0.000","","","0.3","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","2.4","0.000","","1.00","1.0","0.0","2","4.9","0.000","1.00","1.00","-5.0","0.0","","0.0","","","","","0.0","35","85.4","0.000","0.80","0.14","-3.1","0.0"
"293","Beaux Collins","NYG","WR","9","2025","41","-0.049","0.60","0.14","4.9","6","6","14.6","-0.167","1.17","0.33","4.2","0.0","2","4.9","0.000","","","11.5","0.0","8","19.5","0.000","2.25","0.13","14.4","12.5","4","9.8","0.000","","","17.8","0.0","","0.0","","","","0.0","","2","4.9","0.000","","0.50","22.5","0.0","4","9.8","-0.250","","0.25","14.5","0.0","10","24.4","0.000","","","10.0","4","9.8","0.000","","0.20","4.5","0.0","","0.0","","","","","0.0","1","2.4","0.000","","","","0.0","","0.0","","","","","0.0"
"294","Jimmy Horn","CAR","WR","7","2025","40","0.150","1.57","0.21","15.0","9","4","10.0","0.000","1.00","0.25","1.5","0.0","2","5.0","1.000","8.50","1.00","12.5","100.0","1","2.5","0.000","","","13.0","0.0","2","5.0","0.000","0.33","0.33","18.0","0.0","","0.0","","","","0.0","","7","17.5","0.286","","","17.4","28.6","1","2.5","0.000","","1.00","13.0","0.0","8","20.0","0.000","3.78","0.22","0.0","9","22.5","0.111","0.22","0.11","0.3","11.1","2","5.0","0.000","4.00","0.50","-3.5","0.0","1","2.5","0.000","","","","0.0","3","7.5","0.333","","","-4.3","33.3"
"295","Robbie Chosen","WAS","WR","3","2025","39","-0.154","1.36","0.23","12.8","9","2","5.1","0.000","2.50","0.50","1.5","0.0","2","5.1","1.000","8.50","0.50","11.5","50.0","","0.0","","","","","0.0","12","30.8","-0.333","2.17","0.25","13.3","8.3","1","2.6","1.000","","","100.0","13.0","6","15.4","-0.333","","","12.3","0.0","3","7.7","-0.333","","","12.7","0.0","9","23.1","-0.444","","0.33","0.0","3","7.7","0.667","1.67","0.33","10.0","66.7","","0.0","","","","","0.0","1","2.6","0.000","","","","0.0","","0.0","","","","","0.0"
"296","Will Dissly","LAC","TE","4","2025","39","0.026","1.10","0.13","7.7","5","3","7.7","0.000","2.33","0.33","1.0","0.0","2","5.1","0.000","","","6.0","0.0","4","10.3","0.500","","0.25","11.3","50.0","8","20.5","0.000","","","6.8","0.0","","0.0","","","","0.0","","4","10.3","-0.250","","","8.5","0.0","","0.0","","","","","0.0","2","5.1","-0.500","","","0.0","6","15.4","0.000","0.67","0.17","5.3","0.0","2","5.1","0.000","7.00","0.50","-7.0","0.0","8","20.5","0.125","2.25","0.13","","12.5","","0.0","","","","","0.0"
"297","Hassan Haskins","LAC","RB","7","2025","39","0.000","0.33","0.10","0.0","4","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","2","5.1","0.000","","","0.0","1","2.6","0.000","","","3.0","0.0","1","2.6","0.000","","","-1.0","0.0","","0.0","","","","","0.0","35","89.7","0.000","0.36","0.11","-2.9","0.0"
"298","Dee Eskridge","MIA","WR","9","2025","39","0.051","1.51","0.15","7.7","6","2","5.1","0.000","7.00","1.00","1.5","0.0","3","7.7","0.000","","","16.7","0.0","5","12.8","0.000","","","11.0","0.0","4","10.3","0.250","2.00","0.25","6.8","25.0","1","2.6","2.000","","","100.0","18.0","3","7.7","0.000","","","17.0","0.0","6","15.4","0.000","","0.17","11.3","0.0","9","23.1","-0.111","4.00","0.10","11.1","5","12.8","0.000","","0.20","5.2","0.0","1","2.6","0.000","","","-2.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"299","Tucker Fisk","LAC","TE","9","2025","39","0.026","0.49","0.08","2.6","3","","0.0","","","","","0.0","4","10.3","0.000","","","6.3","0.0","","0.0","","","","","0.0","4","10.3","0.000","","0.25","5.5","0.0","","0.0","","","","0.0","","4","10.3","0.000","","","14.5","0.0","","0.0","","","","","0.0","2","5.1","0.000","","","0.0","7","17.9","0.143","","","2.9","14.3","1","2.6","0.000","7.00","1.00","-2.0","0.0","17","43.6","0.000","0.71","0.06","","0.0","","0.0","","","","","0.0"
"300","Braxton Berrios","HST","WR","4","2025","39","-0.026","0.93","0.20","2.6","8","2","5.1","0.000","10.00","1.00","2.5","0.0","9","23.1","-0.222","0.67","0.11","10.4","0.0","1","2.6","0.000","","","4.0","0.0","8","20.5","0.000","0.50","0.25","5.0","0.0","","0.0","","","","0.0","","7","17.9","0.000","","","6.7","0.0","","0.0","","","","","0.0","4","10.3","0.000","","","0.0","4","10.3","0.250","2.00","0.25","4.0","25.0","","0.0","","","","","0.0","3","7.7","0.000","","0.33","","0.0","1","2.6","0.000","-1.00","1.00","-8.0","0.0"
"301","Durham Smythe","CHI","TE","10","2025","38","-0.026","0.21","0.08","0.0","3","2","5.3","0.000","","","2.5","0.0","1","2.6","0.000","","","5.0","0.0","","0.0","","","","","0.0","10","26.3","0.000","0.80","0.30","6.1","0.0","","0.0","","","","0.0","","1","2.6","0.000","","","14.0","0.0","1","2.6","0.000","","","10.0","0.0","3","7.9","0.000","","","0.0","6","15.8","-0.167","","","1.7","0.0","","0.0","","","","","0.0","12","31.6","0.000","","","0.4","0.0","2","5.3","0.000","","","5.0","0.0"
"302","Savion Williams","GB","WR","10","2025","38","0.026","2.05","0.26","5.3","10","2","5.3","0.000","","","3.5","0.0","2","5.3","0.000","","","7.5","0.0","1","2.6","0.000","","","14.0","0.0","5","13.2","0.000","7.80","0.40","8.8","0.0","","0.0","","","","0.0","","5","13.2","-0.200","","","14.8","0.0","1","2.6","1.000","","","15.0","100.0","5","13.2","0.000","","","0.0","8","21.1","0.125","0.13","0.25","-4.4","12.5","4","10.5","0.000","7.50","1.00","-1.5","0.0","1","2.6","0.000","6.00","1.00","","0.0","4","10.5","0.000","0.50","0.25","-4.3","0.0"
"303","Zavier Scott","MIN","RB","6","2025","38","0.026","1.83","0.28","2.6","11","","0.0","","","","","0.0","1","2.6","0.000","9.00","1.00","5.0","0.0","1","2.6","0.000","","","18.0","0.0","1","2.6","0.000","","","3.0","0.0","","0.0","","","","0.0","","1","2.6","1.000","","1.00","19.0","100.0","","0.0","","","","","0.0","3","7.9","0.000","4.00","0.25","0.0","3","7.9","0.000","","","8.7","0.0","4","10.5","0.000","0.75","0.25","-3.5","0.0","1","2.6","0.000","","","","0.0","23","60.5","0.000","1.88","0.29","-3.3","0.0"
"304","Brian Robinson","SF","RB","11","2025","38","0.053","0.39","0.21","2.6","8","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","1","2.6","0.000","","","5.0","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","2.6","0.000","","","-5.0","0.0","2","5.3","0.000","2.00","0.50","-5.5","0.0","","0.0","","","","","0.0","34","89.5","0.059","0.32","0.21","-0.9","2.9"
"305","Austin Ekeler","WAS","RB","2","2025","37","0.000","1.03","0.19","0.0","7","2","5.4","0.000","","","3.0","0.0","1","2.7","0.000","","","4.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","0.0","1","2.7","0.000","","","2.0","0.0","","0.0","","","","","0.0","9","24.3","0.000","","","","0.0","24","64.9","0.000","1.58","0.29","-1.8","0.0"
"306","Harrison Bryant","HST","TE","8","2025","37","0.000","0.19","0.16","2.7","6","","0.0","","","","","0.0","4","10.8","0.000","","0.25","5.5","0.0","1","2.7","0.000","","","12.0","0.0","5","13.5","-0.200","","","8.2","0.0","","0.0","","","","0.0","","9","24.3","0.000","","","11.1","0.0","","0.0","","","","","0.0","3","8.1","0.333","","0.67","33.3","6","16.2","0.000","0.33","0.33","2.8","0.0","","0.0","","","","","0.0","9","24.3","0.000","0.56","0.11","","0.0","","0.0","","","","","0.0"
"307","Andrew Ogletree","IND","TE","10","2025","37","-0.054","","0.03","0.0","1","","0.0","","","","","0.0","1","2.7","0.000","","","19.0","0.0","3","8.1","0.000","","","14.0","0.0","5","13.5","-0.200","","0.20","6.0","0.0","","0.0","","","","0.0","","3","8.1","0.000","","","10.0","0.0","3","8.1","-0.333","","","11.0","0.0","6","16.2","0.000","","","0.0","2","5.4","0.000","","","1.0","0.0","","0.0","","","","","0.0","14","37.8","0.000","","","","0.0","","0.0","","","","","0.0"
"308","Noah Brown","WAS","WR","2","2025","37","0.027","0.97","0.19","16.2","7","2","5.4","0.000","","","3.0","0.0","4","10.8","0.250","","0.25","11.0","25.0","5","13.5","-0.200","3.60","0.20","18.8","0.0","19","51.4","0.105","0.95","0.16","12.1","21.1","","0.0","","","","0.0","","1","2.7","0.000","","","32.0","0.0","1","2.7","-1.000","","1.00","12.0","0.0","4","10.8","-0.250","","0.25","0.0","1","2.7","1.000","","","14.0","100.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"309","David Moore","CAR","WR","4","2025","36","0.083","0.14","0.03","8.3","1","2","5.6","0.000","","","6.0","0.0","4","11.1","0.000","","","9.3","0.0","6","16.7","0.167","","","12.3","16.7","3","8.3","0.000","1.67","0.33","6.3","0.0","","0.0","","","","0.0","","7","19.4","0.000","","","12.3","0.0","3","8.3","0.333","","","11.0","33.3","6","16.7","0.000","","","0.0","4","11.1","0.250","","","5.3","25.0","1","2.8","0.000","","","-2.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"310","John Metchie","PHI, NYJ","WR","9","2025","36","-0.083","1.78","0.22","8.3","8","2","5.6","-1.000","7.33","0.33","6.5","0.0","2","5.6","0.000","","","9.5","0.0","5","13.9","0.000","","","16.2","20.0","8","22.2","-0.125","1.00","0.13","6.1","0.0","1","2.8","0.000","","","0.0","19.0","1","2.8","0.000","","","11.0","0.0","1","2.8","0.000","","","25.0","0.0","3","8.3","0.333","","","33.3","7","19.4","-0.143","2.57","0.14","13.1","14.3","3","8.3","0.000","2.67","1.00","-3.7","0.0","1","2.8","0.000","3.00","1.00","","0.0","2","5.6","0.000","3.50","0.50","1.0","0.0"
"311","Jack Westover","NE","FB","11","2025","36","-0.028","","0.03","0.0","1","","0.0","","","","","0.0","1","2.8","0.000","","","10.0","0.0","1","2.8","0.000","","","6.0","0.0","6","16.7","0.000","","","4.3","0.0","","0.0","","","","0.0","","1","2.8","0.000","","","13.0","0.0","","0.0","","","","","0.0","4","11.1","0.000","","","0.0","1","2.8","0.000","","","4.0","0.0","","0.0","","","","","0.0","5","13.9","0.000","","","","0.0","17","47.2","-0.059","","0.06","-0.7","0.0"
"312","Kylen Granson","PHI","TE","10","2025","36","0.000","0.28","0.11","5.6","4","1","2.8","0.000","","","3.0","0.0","3","8.3","0.333","","","8.7","33.3","2","5.6","0.000","","","18.0","0.0","11","30.6","0.000","","","6.6","0.0","","0.0","","","","0.0","","2","5.6","0.500","","","12.5","50.0","2","5.6","0.000","","","11.0","0.0","4","11.1","-0.500","","0.25","0.0","3","8.3","0.000","1.33","0.33","9.0","0.0","","0.0","","","","","0.0","6","16.7","0.000","0.83","0.17","","0.0","2","5.6","0.000","0.50","0.50","2.0","0.0"
"313","Ben Skowronek","PIT","WR","10","2025","35","0.000","0.97","0.08","5.7","3","1","2.9","0.000","","","3.0","0.0","7","20.0","-0.143","1.63","0.13","9.9","0.0","6","17.1","-0.167","","","9.3","0.0","2","5.7","0.500","","","15.0","50.0","","0.0","","","","0.0","","4","11.4","0.250","","0.25","11.3","25.0","1","2.9","0.000","","","8.0","0.0","4","11.4","0.000","","","0.0","8","22.9","0.000","2.75","0.13","6.1","0.0","","0.0","","","","","0.0","2","5.7","0.000","","","","0.0","","0.0","","","","","0.0"
"314","KhaDarel Hodge","ATL","WR","9","2025","35","-0.029","0.89","0.29","14.3","10","3","8.6","0.000","","0.33","5.0","0.0","4","11.4","-0.500","1.75","0.50","10.3","0.0","11","31.4","0.091","1.45","0.18","15.0","27.3","4","11.4","0.250","2.00","0.25","12.0","25.0","1","2.9","0.000","","1.00","0.0","13.0","3","8.6","0.333","","0.33","15.0","33.3","3","8.6","0.000","","","12.7","0.0","6","17.1","-0.333","","0.33","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"315","Scott Miller","PIT","WR","7","2025","35","-0.057","0.26","0.06","2.9","2","1","2.9","0.000","","","4.0","0.0","4","11.4","0.000","","0.25","10.5","25.0","4","11.4","0.000","","","9.0","0.0","3","8.6","-0.333","","","5.7","0.0","1","2.9","0.000","","","0.0","29.0","4","11.4","0.000","","","16.5","0.0","3","8.6","0.000","","","11.0","0.0","8","22.9","-0.125","","","0.0","5","14.3","0.000","","","8.2","0.0","1","2.9","0.000","9.00","1.00","-1.0","0.0","1","2.9","0.000","","","","0.0","","0.0","","","","","0.0"
"316","Kameron Johnson","TB","WR","10","2025","34","-0.088","1.83","0.17","5.9","6","","0.0","","","","","0.0","1","2.9","-1.000","","","11.0","0.0","2","5.9","0.500","","0.50","11.0","50.0","4","11.8","0.000","3.25","0.25","8.0","0.0","","0.0","","","","0.0","","7","20.6","0.000","","0.14","13.7","14.3","4","11.8","0.000","4.25","0.25","12.8","0.0","9","26.5","-0.111","3.40","0.10","0.0","6","17.6","-0.333","","","11.2","0.0","1","2.9","0.000","","1.00","-2.0","0.0","","0.0","","","","","0.0","","0.0","","","","","0.0"
"317","Nate Adkins","DEN","TE","6","2025","34","0.000","1.30","0.24","2.9","9","1","2.9","0.000","","","","0.0","3","8.8","0.333","","0.33","10.7","33.3","","0.0","","","","","0.0","3","8.8","0.000","7.33","0.67","4.7","0.0","","0.0","","","","0.0","","1","2.9","0.000","","","6.0","0.0","1","2.9","-1.000","","","10.0","0.0","3","8.8","0.000","4.00","0.25","0.0","7","20.6","0.000","","0.25","-2.7","0.0","1","2.9","0.000","-2.00","1.00","-3.0","0.0","13","38.2","0.000","0.86","0.14","","0.0","1","2.9","0.000","","","6.0","0.0"
"318","Mitchell Tinsley","CIN","WR","10","2025","34","0.088","1.32","0.16","8.8","6","","0.0","","","","","0.0","2","5.9","0.500","","","8.5","50.0","3","8.8","0.333","","","11.0","33.3","5","14.7","0.000","1.80","0.20","5.4","0.0","","0.0","","","","0.0","","6","17.6","0.000","","","14.3","0.0","1","2.9","0.000","","","9.0","0.0","14","41.2","0.071","2.50","0.19","7.1","2","5.9","0.000","","0.33","4.5","0.0","","0.0","","","","","0.0","1","2.9","0.000","","1.00","","0.0","","0.0","","","","","0.0"
